Rank,Pokemon,Dex,Type1,Type2,Fast Move,Fast Move Type,Charged Move,Charged Move Type,DPS,TDO,ER,CP,Shadow,Mega
1011,Shadow Dewgong,87,ice,water,Frost Breath,ice,Blizzard,ice,10.63,262,23.68,1985,true,false
1012,Orbeetle,826,bug,psychic,Psycho Cut,psychic,Psychic,psychic,10.62,319,24.86,2223,false,false
1013,Garganacl,934,rock,none,Smack Down,rock,Rock Slide,rock,10.61,401,26.30,2711,false,false
1014,Torracat,726,fire,none,Ember,fire,Flamethrower,fire,10.61,155,20.73,1710,false,false
1015,Emolga,587,electric,flying,Thunder Shock,electric,Thunderbolt,electric,10.59,168,21.13,1633,false,false
1016,Tyrunt,696,dragon,rock,Dragon Tail,dragon,Dragon Claw,dragon,10.58,168,21.13,1635,false,false
1017,Elgyem,605,psychic,none,Confusion,psychic,Psychic,psychic,10.54,135,19.96,1385,false,false
1018,Shadow Alolan Sandshrew,27,ice,steel,Metal Claw,steel,Blizzard,ice,10.52,133,19.84,1293,true,false
1019,Shadow Probopass,476,rock,steel,Rock Throw,rock,Magnet Bomb,steel,10.51,300,24.29,2080,true,false
1020,Shadow Machop,66,fighting,none,Karate Chop,fighting,Cross Chop,fighting,10.48,110,18.87,1278,true,false
1021,Corphish,341,water,none,Bubble,water,Razor Shell,water,10.48,116,19.11,1230,false,false
1022,Gloom,44,grass,poison,Acid,poison,Sludge Bomb,poison,10.47,187,21.51,1681,false,false
1023,Arbok,24,poison,none,Acid,poison,Gunk Shot,poison,10.47,208,22.09,1921,false,false
1024,Torkoal,324,fire,none,Fire Spin,fire,Overheat,fire,10.46,296,24.11,2093,false,false
1025,Grotle,388,grass,none,Razor Leaf,grass,Solar Beam,grass,10.44,224,22.49,1890,false,false
1026,Alolan Marowak,105,fire,ghost,Fire Spin,fire,Shadow Ball,ghost,10.44,248,23.04,1835,false,false
1027,Lickilicky,463,normal,none,Lick,ghost,Hyper Beam,normal,10.43,365,25.37,2467,false,false
1028,Graveler,75,ground,rock,Rock Throw,rock,Rock Slide,rock,10.43,209,22.05,1897,false,false
1029,Solosis,577,psychic,none,Zen Headbutt,psychic,Psyshock,psychic,10.42,101,18.40,1367,false,false
1030,Larvesta,636,bug,fire,Bug Bite,bug,Bug Buzz,bug,10.42,142,20.02,1496,false,false
1031,Poipole,803,poison,none,Poison Jab,poison,Sludge Bomb,poison,10.42,195,21.66,1640,false,false
1032,Gurdurr,533,fighting,none,Low Kick,fighting,Brick Break,fighting,10.41,229,22.55,2169,false,false
1033,Shadow Geodude,74,ground,rock,Rock Throw,rock,Rock Slide,rock,10.40,119,19.14,1293,true,false
1034,Charmeleon,5,fire,none,Fire Fang,fire,Flamethrower,fire,10.38,169,20.84,1653,false,false
1035,Shadow Growlithe,58,fire,none,Ember,fire,Flamethrower,fire,10.38,104,18.49,1243,true,false
1036,Cradily,346,grass,rock,Infestation,bug,Grass Knot,grass,10.37,323,24.50,2211,false,false
1037,Slaking,289,normal,none,Yawn,normal,Body Slam,normal,10.35,389,25.63,4431,false,false
1038,Tranquill,520,flying,normal,Air Slash,flying,Sky Attack,flying,10.35,152,20.24,1442,false,false
1039,Dartrix,723,flying,grass,Leafage,grass,Brave Bird,flying,10.34,222,22.27,1725,false,false
1040,Seviper,336,poison,none,Poison Jab,poison,Crunch,dark,10.34,183,21.21,2105,false,false
1041,Krokorok,552,dark,ground,Bite,dark,Earthquake,ground,10.34,128,19.39,1418,false,false
1042,Alolan Persian,53,dark,none,Feint Attack,dark,Foul Play,dark,10.33,193,21.47,1771,false,false
1043,Watchog,505,normal,none,Bite,dark,Hyper Fang,normal,10.32,188,21.31,1819,false,false
1044,Thievul,828,dark,none,Snarl,dark,Play Rough,fairy,10.31,239,22.63,2136,false,false
1045,Mightyena,262,dark,none,Bite,dark,Play Rough,fairy,10.30,197,21.53,1926,false,false
1046,Mega Audino,531,fairy,normal,Pound,normal,Hyper Beam,normal,10.28,444,26.35,2524,false,true
1047,Crocalor,910,fire,none,Incinerate,fire,Flamethrower,fire,10.27,219,22.07,1936,false,false
1048,Dragonair,148,dragon,none,Dragon Breath,dragon,Dragon Pulse,dragon,10.27,183,21.10,1780,false,false
1049,Relicanth,369,rock,water,Water Gun,water,Hydro Pump,water,10.26,373,25.19,2528,false,false
1050,Shadow Kirlia,281,fairy,psychic,Confusion,psychic,Psychic,psychic,10.26,82,17.23,966,true,false
1051,Galarian Stunfisk,618,ground,steel,Metal Claw,steel,Earthquake,ground,10.26,338,24.56,2162,false,false
1052,Dachsbun,927,fairy,none,Charm,fairy,Play Rough,fairy,10.25,265,23.11,2096,false,false
1053,Morgrem,860,dark,fairy,Sucker Punch,dark,Play Rough,fairy,10.25,148,19.98,1442,false,false
1054,Raboot,814,fire,none,Ember,fire,Flamethrower,fire,10.24,177,20.88,1824,false,false
1055,Shadow Electrike,309,electric,none,Spark,electric,Thunderbolt,electric,10.24,74,16.81,965,true,false
1056,Nuzleaf,274,dark,grass,Feint Attack,dark,Grass Knot,grass,10.24,124,19.08,1227,false,false
1057,Marshtomp,259,ground,water,Water Gun,water,Surf,water,10.23,197,21.42,1776,false,false
1058,Braixen,654,fire,none,Ember,fire,Flamethrower,fire,10.23,173,20.75,1813,false,false
1059,Delibird,225,flying,ice,Quick Attack,normal,Fly,flying,10.23,107,18.38,1094,false,false
1060,Drilbur,529,ground,none,Mud Slap,ground,Drill Run,ground,10.22,121,18.94,1376,false,false
1061,Golbat,42,flying,poison,Wing Attack,flying,Shadow Ball,ghost,10.22,229,22.25,1976,false,false
1062,Zorua,570,dark,none,Feint Attack,dark,Foul Play,dark,10.21,89,17.55,1175,false,false
1063,Dugtrio,51,ground,none,Mud Slap,ground,Earthquake,ground,10.20,135,19.45,1567,false,false
1064,Seaking,119,water,none,Waterfall,water,Megahorn,bug,10.20,235,22.35,2162,false,false
1065,Shadow Blitzle,522,electric,none,Spark,electric,Discharge,electric,10.19,67,16.29,882,true,false
1066,Shadow Froakie,656,water,none,Pound,normal,Surf,water,10.18,79,17.00,992,true,false
1067,Eldegoss,830,grass,none,Razor Leaf,grass,Grass Knot,grass,10.16,271,23.09,1995,false,false
1068,Alolan Grimer,88,dark,poison,Poison Jab,poison,Sludge Bomb,poison,10.16,152,19.97,1374,false,false
1069,Grimer,88,poison,none,Poison Jab,poison,Sludge Bomb,poison,10.16,152,19.97,1374,false,false
1070,Eelektrik,603,electric,none,Spark,electric,Thunderbolt,electric,10.15,182,20.89,1715,false,false
1071,Shadow Nidorina,30,poison,none,Poison Sting,poison,Sludge Bomb,poison,10.15,148,19.85,1309,true,false
1072,Castform,351,normal,none,Tackle,normal,Weather Ball,normal,10.15,203,21.45,1632,false,false
1073,Castform (Rainy),351,water,none,Water Gun,water,Weather Ball Water,water,10.15,203,21.45,1632,false,false
1074,Shadow Gligar,207,flying,ground,Wing Attack,flying,Dig,ground,10.14,208,21.58,1857,true,false
1075,Shadow Timburr,532,fighting,none,Low Kick,fighting,Brick Break,fighting,10.14,117,18.70,1315,true,false
1076,Altaria,334,dragon,flying,Dragon Breath,dragon,Sky Attack,flying,10.14,298,23.60,2004,false,false
1077,Shadow Fletchling,661,flying,normal,Quick Attack,normal,Fly,flying,10.14,80,16.97,800,true,false
1078,Mawile,303,fairy,steel,Fairy Wind,fairy,Play Rough,fairy,10.12,167,20.39,1634,false,false
1079,Shadow Shinx,403,electric,none,Spark,electric,Discharge,electric,10.12,66,16.18,876,true,false
1080,Furfrou,676,normal,none,Sucker Punch,dark,Grass Knot,grass,10.10,250,22.53,2111,false,false
1081,Zweilous,634,dark,dragon,Bite,dark,Dragon Pulse,dragon,10.10,201,21.33,1839,false,false
1082,Porygon,137,normal,none,Quick Attack,normal,Hyper Beam,normal,10.10,188,20.98,1720,false,false
1083,Shadow Slowpoke,79,psychic,water,Confusion,psychic,Psychic,psychic,10.08,146,19.67,1226,true,false
1084,Quaxwell,913,water,none,Water Gun,water,Liquidation,water,10.08,181,20.73,1775,false,false
1085,Shadow Mareep,179,electric,none,Thunder Shock,electric,Thunderbolt,electric,10.08,88,17.34,991,true,false
1086,Eiscue (Ice Face),875,ice,none,Powder Snow,ice,Weather Ball Ice,ice,10.08,288,23.30,2065,false,false
1087,Shadow Araquanid,752,bug,water,Bug Bite,bug,Bug Buzz,bug,10.08,251,22.51,1827,true,false
1088,Masquerain,284,bug,flying,Air Slash,flying,Silver Wind,bug,10.07,216,21.67,2270,false,false
1089,Comfey,764,fairy,none,Vine Whip,grass,Grass Knot,grass,10.07,248,22.42,2115,false,false
1090,Mienfoo,619,fighting,none,Low Kick,fighting,Focus Blast,fighting,10.06,113,18.41,1389,false,false
1091,Shadow Rhyhorn,111,ground,rock,Mud Slap,ground,Bulldoze,ground,10.06,169,20.38,1651,true,false
1092,Quagsire,195,ground,water,Water Gun,water,Earthquake,ground,10.06,255,22.56,1992,false,false
1093,Vigoroth,288,normal,none,Scratch,normal,Return,normal,10.03,228,21.92,1968,false,false
1094,Hypno,97,psychic,none,Confusion,psychic,Psychic,psychic,10.03,308,23.62,2090,false,false
1095,Kangaskhan,115,normal,none,Mud Slap,ground,Outrage,dragon,10.03,311,23.65,2586,false,false
1096,Smoochum,238,ice,psychic,Pound,normal,Ice Beam,ice,10.01,105,18.03,1291,false,false
1097,Metang,375,psychic,steel,Metal Claw,steel,Psychic,psychic,10.01,226,21.80,1721,false,false
1098,Nidorino,33,poison,none,Poison Jab,poison,Sludge Bomb,poison,10.00,150,19.67,1393,false,false
1099,Furret,162,normal,none,Quick Attack,normal,Hyper Beam,normal,10.00,207,21.33,1758,false,false
1100,Oinkologne (Female),916,normal,none,Tackle,normal,Body Slam,normal,10.00,327,23.90,2493,false,false
1101,Shadow Koffing,109,poison,none,Acid,poison,Sludge Bomb,poison,9.98,122,18.64,1214,true,false
1102,Gimmighoul (Roaming Form),999,ghost,none,Astonish,ghost,Shadow Ball,ghost,9.97,90,17.28,1104,false,false
1103,Frigibax,996,dragon,ice,Dragon Breath,dragon,Avalanche,ice,9.95,124,18.70,1247,false,false
1104,Sliggoo,705,dragon,none,Dragon Breath,dragon,Dragon Pulse,dragon,9.94,243,22.09,2037,false,false
1105,Shadow Torchic,255,fire,none,Scratch,normal,Flamethrower,fire,9.94,84,16.94,1093,true,false
1106,Shadow Loudred,294,normal,none,Bite,dark,Stomp,normal,9.93,117,18.39,1327,true,false
1107,Ariados,168,bug,poison,Infestation,bug,Megahorn,bug,9.92,179,20.45,1772,false,false
1108,Uxie,480,psychic,none,Confusion,psychic,Future Sight,psychic,9.92,385,24.76,2524,false,false
1109,Lanturn,171,electric,water,Water Gun,water,Thunderbolt,electric,9.92,296,23.18,2085,false,false
1110,Combusken,256,fighting,fire,Ember,fire,Flamethrower,fire,9.90,152,19.59,1652,false,false
1111,Darumaka,554,fire,none,Fire Fang,fire,Fire Punch,fire,9.90,130,18.84,1442,false,false
1112,Mega Sableye,302,dark,ghost,Shadow Claw,ghost,Foul Play,dark,9.90,241,21.99,1942,false,true
1113,Lampent,608,fire,ghost,Ember,fire,Flame Burst,fire,9.89,152,19.58,1708,false,false
1114,Galarian Darumaka,554,ice,none,Tackle,normal,Ice Beam,ice,9.89,130,18.82,1442,false,false
1115,Pikipek,731,flying,normal,Peck,flying,Sky Attack,flying,9.89,64,15.77,910,false,false
1116,Shadow Shuppet,353,ghost,none,Feint Attack,dark,Ominous Wind,ghost,9.89,65,15.83,1018,true,false
1117,Klefki,707,fairy,steel,Tackle,normal,Play Rough,fairy,9.88,218,21.42,1949,false,false
1118,Shadow Helioptile,694,electric,normal,Thunder Shock,electric,Discharge,electric,9.88,75,16.42,933,true,false
1119,Dubwool,832,normal,none,Tackle,normal,Wild Charge,electric,9.87,279,22.74,2191,false,false
1120,Shadow Shellder,90,water,none,Tackle,normal,Razor Shell,water,9.86,99,17.56,1080,true,false
1121,Cresselia,488,psychic,none,Psycho Cut,psychic,Future Sight,psychic,9.85,513,26.47,2857,false,false
1122,Galarian Ponyta,77,psychic,none,Psycho Cut,psychic,Play Rough,fairy,9.84,147,19.37,1697,false,false
1123,Gabite,444,dragon,ground,Mud Shot,ground,Dig,ground,9.82,176,20.19,1874,false,false
1124,Sinistea,854,ghost,none,Sucker Punch,dark,Shadow Ball,ghost,9.82,102,17.63,1139,false,false
1125,Shadow Kabuto,140,rock,water,Scratch,normal,Ancient Power,rock,9.81,103,17.66,1370,true,false
1126,Castform (Sunny),351,fire,none,Ember,fire,Weather Ball Fire,fire,9.80,196,20.72,1632,false,false
1127,Shadow Grubbin,736,bug,none,Bug Bite,bug,X-Scissor,bug,9.80,83,16.73,984,true,false
1128,Ponyta,77,fire,none,Ember,fire,Fire Blast,fire,9.79,147,19.25,1697,false,false
1129,Anorith,347,bug,rock,Scratch,normal,Ancient Power,rock,9.78,112,17.98,1529,false,false
1130,Castform (Snowy),351,ice,none,Powder Snow,ice,Weather Ball Ice,ice,9.78,195,20.67,1632,false,false
1131,Orthworm,968,steel,none,Iron Tail,steel,Iron Head,steel,9.76,297,22.92,2299,false,false
1132,Shadow Turtwig,387,grass,none,Razor Leaf,grass,Seed Bomb,grass,9.74,113,17.99,1187,true,false
1133,Shadow Wartortle,8,water,none,Water Gun,water,Hydro Pump,water,9.73,161,19.62,1488,true,false
1134,Monferno,391,fighting,fire,Ember,fire,Flamethrower,fire,9.72,143,19.06,1574,false,false
1135,Houndour,228,dark,fire,Feint Attack,dark,Flamethrower,fire,9.72,95,17.17,1234,false,false
1136,Shadow Croconaw,159,water,none,Water Gun,water,Water Pulse,water,9.72,157,19.49,1722,true,false
1137,Arctovish,883,ice,water,Water Gun,water,Brine,water,9.71,299,22.87,2447,false,false
1138,Shadow Spoink,325,psychic,none,Zen Headbutt,psychic,Shadow Ball,ghost,9.66,130,18.51,1334,true,false
1139,Dewott,502,water,none,Water Gun,water,Aqua Tail,water,9.66,172,19.84,1741,false,false
1140,Hakamo-o,783,dragon,fighting,Dragon Tail,dragon,Dragon Claw,dragon,9.66,191,20.36,1686,false,false
1141,Claydol,344,ground,psychic,Confusion,psychic,Psychic,psychic,9.63,277,22.30,1971,false,false
1142,Gothorita,575,psychic,none,Confusion,psychic,Psychic,psychic,9.63,191,20.31,1604,false,false
1143,Shadow Aron,304,rock,steel,Metal Claw,steel,Iron Head,steel,9.62,132,18.51,1307,true,false
1144,Galarian Linoone,264,dark,normal,Snarl,dark,Grass Knot,grass,9.60,192,20.30,1662,false,false
1145,Charjabug,737,bug,electric,Bug Bite,bug,Discharge,electric,9.58,192,20.27,1697,false,false
1146,Steelix,208,ground,steel,Iron Tail,steel,Heavy Slam,steel,9.58,374,23.95,2414,false,false
1147,Persian,53,normal,none,Scratch,normal,Return,normal,9.57,179,19.90,1689,false,false
1148,Blissey,242,normal,none,Pound,normal,Hyper Beam,normal,9.57,625,27.21,2757,false,false
1149,Shadow Chespin,650,grass,none,Vine Whip,grass,Seed Bomb,grass,9.57,109,17.59,1096,true,false
1150,Crabrawler,739,fighting,none,Bubble,water,Crabhammer,water,9.57,116,17.87,1363,false,false
1151,Greedent,820,normal,none,Tackle,normal,Body Slam,normal,9.57,312,22.87,2370,false,false
1152,Sableye,302,dark,ghost,Shadow Claw,ghost,Foul Play,dark,9.57,152,19.11,1476,false,false
1153,Shadow Diggersby,660,ground,normal,Quick Attack,normal,Scorching Sands,ground,9.57,200,20.46,1509,true,false
1154,Quilava,156,fire,none,Ember,fire,Flamethrower,fire,9.56,155,19.19,1653,false,false
1155,Axew,610,dragon,none,Scratch,normal,Dragon Claw,dragon,9.54,111,17.63,1368,false,false
1156,Minun,312,electric,none,Spark,electric,Thunderbolt,electric,9.54,186,20.03,1694,false,false
1157,Prinplup,394,water,none,Metal Claw,steel,Hydro Pump,water,9.54,180,19.89,1701,false,false
1158,Shadow Exeggcute,102,grass,psychic,Confusion,psychic,Psychic,psychic,9.52,131,18.34,1175,true,false
1159,Shadow Nidoran♂,32,poison,none,Poison Sting,poison,Sludge Bomb,poison,9.51,73,15.81,860,true,false
1160,Shadow Ekans,23,poison,none,Acid,poison,Sludge Bomb,poison,9.50,78,16.06,927,true,false
1161,Shadow Delibird,225,flying,ice,Ice Shard,ice,Ice Punch,ice,9.49,82,16.29,1094,true,false
1162,Vanillish,583,ice,none,Frost Breath,ice,Ice Beam,ice,9.47,155,19.04,1591,false,false
1163,Flaaffy,180,electric,none,Charge Beam,electric,Thunderbolt,electric,9.46,152,18.95,1521,false,false
1164,Shadow Deino,633,dark,dragon,Dragon Breath,dragon,Dragon Pulse,dragon,9.46,92,16.71,1062,true,false
1165,Servine,496,grass,none,Vine Whip,grass,Grass Knot,grass,9.45,186,19.92,1441,false,false
1166,Kecleon,352,normal,none,Lick,ghost,Dynamic Punch,fighting,9.45,227,20.93,2047,false,false
1167,Shadow Roggenrola,524,rock,none,Smack Down,rock,Power Gem,rock,9.44,110,17.44,1205,true,false
1168,Stunfisk,618,electric,ground,Thunder Shock,electric,Discharge,electric,9.42,310,22.56,2162,false,false
1169,Shadow Dwebble,557,bug,rock,Smack Down,rock,X-Scissor,bug,9.41,118,17.73,1224,true,false
1170,Swalot,317,poison,none,Infestation,bug,Sludge Bomb,poison,9.41,273,21.83,1978,false,false
1171,Teddiursa,216,normal,none,Scratch,normal,Return,normal,9.41,120,17.77,1328,false,false
1172,Shadow Aipom,190,normal,none,Scratch,normal,Swift,normal,9.40,111,17.44,1348,true,false
1173,Shadow Psyduck,54,water,none,Water Gun,water,Aqua Tail,water,9.40,91,16.57,1106,true,false
1174,Shadow Staryu,120,water,none,Water Gun,water,Bubble Beam,water,9.39,81,16.08,1157,true,false
1175,Karrablast,588,bug,none,Fury Cutter,bug,X-Scissor,bug,9.39,101,17.01,1182,false,false
1176,Litleo,667,fire,normal,Fire Fang,fire,Flamethrower,fire,9.37,143,18.52,1425,false,false
1177,Shadow Jumpluff,189,flying,grass,Infestation,bug,Solar Beam,grass,9.36,210,20.37,1636,true,false
1178,Snubbull,209,fairy,none,Bite,dark,Dazzling Gleam,fairy,9.35,110,17.32,1237,false,false
1179,Magcargo,219,fire,rock,Rock Throw,rock,Overheat,fire,9.34,203,20.17,1702,false,false
1180,Tropius,357,flying,grass,Razor Leaf,grass,Leaf Blade,grass,9.34,275,21.75,1941,false,false
1181,Elekid,239,electric,none,Thunder Shock,electric,Thunderbolt,electric,9.33,107,17.18,1206,false,false
1182,Whiscash,340,ground,water,Water Gun,water,Mud Bomb,ground,9.32,259,21.41,2075,false,false
1183,Shroodle,944,normal,poison,Poison Jab,poison,Sludge Bomb,poison,9.31,74,15.64,929,false,false
1184,Wormadam (Plant Cloak),413,bug,grass,Bug Bite,bug,Bug Buzz,bug,9.31,214,20.39,1773,false,false
1185,Wormadam (Sandy Cloak),413,bug,ground,Bug Bite,bug,Bug Buzz,bug,9.31,214,20.39,1773,false,false
1186,Coalossal,839,fire,rock,Incinerate,fire,Rock Slide,rock,9.31,354,23.11,2352,false,false
1187,Salandit,757,fire,poison,Poison Jab,poison,Flamethrower,fire,9.31,91,16.48,1122,false,false
1188,Bulbasaur,1,grass,poison,Vine Whip,grass,Power Whip,grass,9.29,116,17.46,1115,false,false
1189,Alomomola,594,water,none,Waterfall,water,Hydro Pump,water,9.28,332,22.71,2169,false,false
1190,Alolan Raticate,20,dark,normal,Bite,dark,Hyper Fang,normal,9.28,213,20.32,1705,false,false
1191,Capsakid,951,grass,none,Leafage,grass,Grass Knot,grass,9.27,89,16.32,976,false,false
1192,Miltank,241,normal,none,Tackle,normal,Body Slam,normal,9.26,309,22.26,2354,false,false
1193,Marowak,105,ground,none,Mud Slap,ground,Earthquake,ground,9.26,220,20.44,1835,false,false
1194,Treecko,252,grass,none,Pound,normal,Grass Knot,grass,9.26,95,16.55,1053,false,false
1195,Magby,240,fire,none,Karate Chop,fighting,Flamethrower,fire,9.26,105,16.98,1323,false,false
1196,Sealeo,364,ice,water,Water Gun,water,Surf,water,9.26,210,20.20,1714,false,false
1197,Linoone,264,normal,none,Tackle,normal,Grass Knot,grass,9.23,184,19.50,1662,false,false
1198,Shadow Snover,459,grass,ice,Ice Shard,ice,Ice Beam,ice,9.22,109,17.09,1159,true,false
1199,Shadow Joltik,595,bug,electric,Sucker Punch,dark,Discharge,electric,9.21,91,16.34,1023,true,false
1200,Shadow Oshawott,501,water,none,Water Gun,water,Aqua Tail,water,9.21,86,16.08,1046,true,false
1201,Shadow Lileep,345,grass,rock,Infestation,bug,Grass Knot,grass,9.20,158,18.74,1291,true,false
1202,Shadow Gible,443,dragon,ground,Mud Shot,ground,Dig,ground,9.20,87,16.14,1112,true,false
1203,Registeel,379,steel,none,Metal Claw,steel,Flash Cannon,steel,9.19,392,23.50,2447,false,false
1204,Amaura,698,ice,rock,Frost Breath,ice,Weather Ball Ice,ice,9.18,157,18.68,1363,false,false
1205,Pawniard,624,dark,steel,Fury Cutter,bug,Iron Head,steel,9.18,118,17.36,1433,false,false
1206,Sandygast,769,ghost,ground,Sand Attack,ground,Shadow Ball,ghost,9.16,136,17.99,1233,false,false
1207,Spidops,918,bug,none,Bug Bite,bug,Grass Knot,grass,9.16,196,19.70,1687,false,false
1208,Shadow Tepig,498,fire,none,Ember,fire,Flamethrower,fire,9.16,94,16.41,1083,true,false
1209,Sobble,816,water,none,Pound,normal,Surf,water,9.16,91,16.25,1097,false,false
1210,Oddish,43,grass,poison,Acid,poison,Sludge Bomb,poison,9.15,115,17.25,1228,false,false
1211,Togetic,176,fairy,flying,Fairy Wind,fairy,Dazzling Gleam,fairy,9.15,201,19.80,1708,false,false
1212,Shadow Sandshrew,27,ground,none,Sand Attack,ground,Dig,ground,9.15,109,16.99,1261,true,false
1213,Yanma,193,bug,flying,Wing Attack,flying,Aerial Ace,flying,9.15,123,17.53,1470,false,false
1214,Omanyte,138,rock,water,Water Gun,water,Rock Blast,rock,9.14,134,17.90,1544,false,false
1215,Shadow Bagon,371,dragon,none,Bite,dark,Flamethrower,fire,9.14,82,15.81,1156,true,false
1216,Shadow Hippopotas,449,ground,none,Sand Attack,ground,Dig,ground,9.14,129,17.73,1358,true,false
1217,Stufful,759,fighting,normal,Tackle,normal,Superpower,fighting,9.14,130,17.76,1352,false,false
1218,Floette,670,fairy,none,Vine Whip,grass,Dazzling Gleam,fairy,9.14,167,18.90,1532,false,false
1219,Stunky,434,dark,poison,Bite,dark,Sludge Bomb,poison,9.09,116,17.18,1151,false,false
1220,Misdreavus,200,ghost,none,Psywave,psychic,Ominous Wind,ghost,9.09,181,19.21,1926,false,false
1221,Mandibuzz,630,dark,flying,Snarl,dark,Foul Play,dark,9.08,356,22.73,2138,false,false
1222,Shadow Golett,622,ghost,ground,Mud Slap,ground,Night Shade,ghost,9.07,94,16.29,1189,true,false
1223,Pikachu Libre,25,electric,none,Thunder Shock,electric,Flying Press,fighting,9.07,88,16.00,938,false,false
1224,Sprigatito,906,grass,none,Leafage,grass,Grass Knot,grass,9.07,94,16.27,1030,false,false
1225,Drifloon,425,flying,ghost,Hex,ghost,Shadow Ball,ghost,9.07,133,17.73,1197,false,false
1226,Grookey,810,grass,none,Razor Leaf,grass,Grass Knot,grass,9.07,101,16.58,1086,false,false
1227,Shadow Chikorita,152,grass,none,Vine Whip,grass,Grass Knot,grass,9.05,103,16.61,935,true,false
1228,Hisuian Growlithe,58,fire,rock,Bite,dark,Rock Slide,rock,9.05,114,17.06,1322,false,false
1229,Corvisquire,822,flying,none,Air Slash,flying,Brave Bird,flying,9.04,144,18.07,1363,false,false
1230,Bayleef,153,grass,none,Magical Leaf,grass,Grass Knot,grass,9.04,181,19.13,1454,false,false
1231,Mankey,56,fighting,none,Karate Chop,fighting,Cross Chop,fighting,9.02,82,15.67,1164,false,false
1232,Shadow Poliwhirl,61,water,none,Bubble,water,Bubble Beam,water,9.00,128,17.47,1419,true,false
1233,Clodsire ,980,ground,poison,Poison Sting,poison,Sludge Bomb,poison,8.99,303,21.66,1952,false,false
1234,Shadow Voltorb,100,electric,none,Spark,electric,Thunderbolt,electric,8.98,88,15.91,1010,true,false
1235,Shadow Horsea,116,water,none,Water Gun,water,Bubble Beam,water,8.98,72,15.10,1056,true,false
1236,Maschiff,942,dark,none,Snarl,dark,Payback,dark,8.98,130,17.52,1399,false,false
1237,Starly,396,flying,normal,Quick Attack,normal,Fly,flying,8.96,61,14.49,719,false,false
1238,Shadow Whirlipede,544,bug,poison,Bug Bite,bug,Sludge Bomb,poison,8.96,132,17.53,1144,true,false
1239,Palpitoad,536,ground,water,Bubble,water,Earth Power,ground,8.96,151,18.15,1392,false,false
1240,Alolan Geodude,74,electric,rock,Rock Throw,rock,Thunderbolt,electric,8.95,123,17.23,1293,false,false
1241,Spearow,21,flying,normal,Quick Attack,normal,Sky Attack,flying,8.94,63,14.56,798,false,false
1242,Aipom,190,normal,none,Scratch,normal,Return,normal,8.94,127,17.35,1348,false,false
1243,Dolliv,929,grass,normal,Razor Leaf,grass,Seed Bomb,grass,8.93,141,17.81,1432,false,false
1244,Shadow Foongus,590,grass,poison,Feint Attack,dark,Grass Knot,grass,8.93,101,16.39,979,true,false
1245,Yungoos,734,normal,none,Tackle,normal,Hyper Fang,normal,8.93,66,14.70,880,false,false
1246,Quilladin,651,grass,none,Vine Whip,grass,Energy Ball,grass,8.93,181,18.95,1719,false,false
1247,Shadow Charmander,4,fire,none,Scratch,normal,Flamethrower,fire,8.93,74,15.15,980,true,false
1248,Shadow Alolan Rattata,19,dark,normal,Tackle,normal,Hyper Fang,normal,8.92,51,13.82,734,true,false
1249,Shadow Rattata,19,normal,none,Tackle,normal,Hyper Fang,normal,8.92,51,13.82,734,true,false
1250,Brionne,729,water,none,Water Gun,water,Water Pulse,water,8.92,168,18.59,1885,false,false
1251,Pupitar,247,ground,rock,Bite,dark,Dig,ground,8.92,171,18.67,1766,false,false
1252,Phione,489,water,none,Bubble,water,Bubble Beam,water,8.91,225,19.97,2105,false,false
1253,Phantump,708,ghost,grass,Tackle,normal,Shadow Ball,ghost,8.90,102,16.38,1123,false,false
1254,Tirtouga,564,rock,water,Water Gun,water,Surf,water,8.90,158,18.26,1488,false,false
1255,Wailmer,320,water,none,Water Gun,water,Heavy Slam,steel,8.88,149,17.98,1468,false,false
1256,Shadow Cyndaquil,155,fire,none,Ember,fire,Flamethrower,fire,8.88,74,15.07,980,true,false
1257,Alolan Sandshrew,27,ice,steel,Metal Claw,steel,Blizzard,ice,8.87,135,17.51,1293,false,false
1258,Shadow Fennekin,653,fire,none,Scratch,normal,Flamethrower,fire,8.87,81,15.42,1028,true,false
1259,Shadow Chimchar,390,fire,none,Scratch,normal,Flamethrower,fire,8.86,74,15.04,957,true,false
1260,Dewgong,87,ice,water,Frost Breath,ice,Blizzard,ice,8.85,262,20.64,1985,false,false
1261,Shadow Vulpix,37,fire,none,Quick Attack,normal,Weather Ball Fire,fire,8.85,83,15.49,883,true,false
1262,Cetoddle,974,ice,none,Ice Shard,ice,Avalanche,ice,8.84,148,17.89,1300,false,false
1263,Shadow Ledian,166,bug,flying,Bug Bite,bug,Bug Buzz,bug,8.84,160,18.22,1346,true,false
1264,Croagunk,453,fighting,poison,Poison Jab,poison,Sludge Bomb,poison,8.83,83,15.46,952,false,false
1265,Shiinotic,756,fairy,grass,Astonish,ghost,Seed Bomb,grass,8.83,191,19.03,1861,false,false
1266,Bramblin,946,ghost,grass,Astonish,ghost,Power Whip,grass,8.83,65,14.56,877,false,false
1267,Umbreon,197,dark,none,Snarl,dark,Foul Play,dark,8.82,361,22.30,2137,false,false
1268,Medicham,308,fighting,psychic,Counter,fighting,Dynamic Punch,fighting,8.81,174,18.56,1431,false,false
1269,Illumise,314,bug,none,Tackle,normal,Bug Buzz,bug,8.80,197,19.14,1771,false,false
