Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Lillipup,50.8,506,normal,none,68.6,61.8,86,364556,21,500,Sand Attack,Dig,Rock Tomb,13,13,1,10000
Monferno (Shadow),50.8,391,fire,fighting,75.4,55.1,80,332360,12,500,Ember,Flamethrower,Flame Wheel,7,5,3,10000
Anorith,50.6,347,rock,bug,84.7,52.8,66,294906,12,500,Scratch,Ancient Power,Aqua Jet,23,20,3,50000
Donphan,50.6,232,ground,none,73.1,64.1,73,342023,6.5,500,Charm,Body Slam,Earthquake,5,9,3,50000
Exploud,50.6,295,normal,none,68.7,57,92,360322,8,499,Astonish,Boomburst,Crunch,7,5,1,10000
Aipom (Shadow),50.5,190,normal,none,70.5,63.5,79,353463,14,500,Astonish,Aerial Ace,Frustration<sup>†</sup>,5,7,3,50000
Boldore,50.5,525,rock,none,72.4,64.6,74,345730,9.5,500,Mud Slap,Bulldoze,Rock Slide,5,5,3,50000
Deoxys (Defense),50.5,386,psychic,none,57.8,127.6,57,420226,8,492,Counter,Psycho Boost,Rock Slide,6,8,20,100000
Goomy,50.5,704,dragon,none,63.3,75.3,83,395626,20,500,Tackle,Dragon Pulse,Muddy Water,19,12,5,75000
Staravia (Shadow),50.5,397,normal,flying,74.3,55.4,81,333573,14.5,498,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Tauros,50.5,128,normal,none,72.6,69.1,68,341521,7,499,Tackle,Earthquake,Horn Attack,22,12,3,50000
Articuno (Galarian),50.3,144,psychic,flying,77.7,61.8,66,317201,5.5,498,Confusion,Ancient Power,Brave Bird,4,4,20,100000
Boldore (Shadow),50.3,525,rock,none,73.2,62.1,75,340840,9.5,500,Mud Slap,Bulldoze,Frustration<sup>†</sup>,5,7,3,50000
Cinccino,50.3,573,normal,none,78.3,55,74,318876,8.5,499,Charm,Aqua Tail,Hyper Beam,5,10,3,50000
Masquerain,50.3,284,bug,flying,75.8,61.9,70,328505,8,499,Air Slash,Air Cutter,Bubble Beam,4,5,1,10000
Victini,50.3,494,psychic,fire,67.6,68.9,73,340019,5.5,480,Confusion,Focus Blast,Overheat,6,4,20,100000
Decidueye (Hisuian),50.2,724,grass,fighting,73.1,63.4,73,338442,6.5,499,Magical Leaf,Aerial Ace,Aura Sphere,5,4,3,10000
Elekid,50.2,239,electric,none,74.2,60.5,75,336399,15.5,500,Low Kick,Brick Break,Discharge,5,5,5,10000
Karrablast (Shadow),50.2,588,bug,none,75.3,54.5,80,328525,16,499,Fury Cutter,Aerial Ace,Drill Run,12,10,3,50000
Rotom (Fan),50.2,479,electric,flying,75.4,84.5,52,331083,7.5,500,Air Slash,Ominous Wind,Thunder,5,7,5,75000
Diggersby (Shadow),50,660,normal,ground,55.9,80.9,99,447640,13,500,Mud Shot,Dig,Earthquake,6,8,1,10000
Flabebe,50,669,fairy,none,64,75.9,80,389102,18,500,Tackle,Dazzling Gleam,Petal Blizzard,19,22,3,50000
Brionne,49.9,729,water,none,72.7,66.3,71,342247,10,500,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Kangaskhan (Mega),49.9,115,normal,none,73.1,65.3,71,339145,5,500,Low Kick,Brick Break*,Crunch,5,6,3,50000
Makuhita,49.9,296,fighting,none,67.3,44.7,123,370148,23.5,499,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Charizard (Mega Y),49.7,6,fire,flying,88.4,60.5,53,283062,4.5,500,Air Slash,Air Cutter,Blast Burn*,4,6,3,10000
Magnemite (Shadow),49.7,81,electric,steel,84.4,66.3,53,296515,13.5,500,Metal Sound,Discharge,Frustration<sup>†</sup>,5,9,3,50000
Metagross,49.7,376,steel,psychic,77.2,70.5,59,321280,5,500,Bullet Punch,Earthquake,Flash Cannon,10,10,5,75000
Pikachu (Libre),49.7,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Flying Press,Play Rough,5,8,1,10000
Starly (Shadow),49.7,396,normal,flying,73.6,49.7,93,340252,27.5,500,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Aggron,49.6,306,steel,rock,67.8,87.9,62,369222,6.5,500,Dragon Tail,Heavy Slam,Meteor Beam,5,5,1,10000
Clawitzer,49.6,693,water,none,78.6,64.3,63,318069,7,500,Smack Down,Crabhammer,Dark Pulse,7,7,3,50000
Clobbopus,49.6,852,fighting,none,68.8,63.3,83,361961,17,499,Rock Smash,Brick Break,Ice Punch,6,6,3,50000
Hitmonlee,49.6,106,fighting,none,83,67.4,54,302174,7.5,500,Double Kick,Blaze Kick,Brick Break*,4,4,5,75000
Meowth (Galarian),49.6,52,steel,none,68.9,60.3,87,361888,18.5,500,Metal Claw,Dig,Gyro Ball,8,8,3,50000
Espathra,49.4,956,psychic,none,76.5,51.5,83,326711,7.5,499,Confusion,Dazzling Gleam,Psybeam,4,5,3,50000
Ludicolo,49.3,272,water,grass,67.5,71.7,76,367898,8,500,Astonish,Blizzard,Energy Ball,8,5,3,50000
Meowscarada,49.3,908,grass,dark,81.8,56.4,66,304429,6.5,499,Charm,Energy Ball,Flower Trick,6,5,3,10000
Pignite,49.3,499,fire,fighting,74.8,49.8,90,335113,9.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Pikachu (Flying),49.3,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Fly,5,6,1,10000
Pikachu (Pop Star),49.3,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Draining Kiss,Play Rough,7,8,1,10000
Sandslash (Alolan),49.3,28,ice,steel,67.9,77.3,70,367495,8,500,Metal Claw,Aerial Ace,Blizzard,7,11,3,50000
Absol,49.1,359,dark,none,90.6,48.2,63,275199,7.5,499,Psycho Cut,Brutal Swing*,Dark Pulse,4,6,5,75000
Golem,49.1,76,rock,ground,72.1,70.4,68,345469,6.5,500,Mud Shot,Ancient Power,Earthquake,5,8,1,10000
Hoopa,49.1,720,psychic,ghost,83.6,61.2,57,291523,5.5,495,Astonish,Psybeam,Psychic,6,6,20,100000
Pikachu (Rock Star),49.1,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Meteor Mash,Play Rough,6,8,1,10000
Ursaring,49.1,217,normal,none,80.5,52,74,309754,6.5,499,Counter,Close Combat,Hyper Beam,8,14,3,50000
Castform (Snowy),49,351,ice,none,65.7,68.9,84,380016,11.5,500,Powder Snow,Blizzard,Ice Beam,10,7,5,75000
Metang (Shadow),49,375,steel,psychic,62.9,84.6,74,394069,11,500,Fury Cutter,Frustration<sup>†</sup>,Gyro Ball,18,13,5,75000
Dusclops,48.8,356,ghost,none,59.2,114.8,62,421538,12,499,Feint Attack,Fire Punch,Ice Punch,7,7,3,50000
Flittle,48.8,955,psychic,none,77.1,51.8,81,323578,27.5,500,Confusion,Psybeam,Psychic,5,4,3,50000
Greninja,48.8,658,water,dark,80.3,58.3,66,309149,7,500,Bubble,Aerial Ace,Hydro Cannon*,5,4,3,10000
Klawf,48.8,950,rock,none,70.5,72.8,69,354337,8,500,Mud Slap,Bulldoze,Rock Slide,5,5,3,75000
Mesprit,48.8,481,psychic,none,72.2,72.2,65,339254,6,495,Confusion,Blizzard,Future Sight,6,5,20,100000
Bruxish,48.7,779,water,psychic,79.5,57.4,69,315126,8,500,Bite,Aqua Tail,Crunch,18,23,3,50000
Floette,48.7,670,fairy,none,66.1,77,74,376747,12.5,499,Tackle,Dazzling Gleam,Petal Blizzard,19,22,3,50000
Lopunny (Mega),48.7,428,normal,fighting,85.6,66.5,51,290250,5,500,Double Kick,Fire Punch,Focus Blast,4,7,3,50000
Metagross (Mega),48.7,376,steel,psychic,78.8,77.5,52,317341,4,500,Bullet Punch,Earthquake,Flash Cannon,10,10,5,75000
Stunfisk (Galarian),48.7,618,ground,steel,59.1,71.5,100,422955,9,500,Metal Claw,Earthquake,Flash Cannon,10,10,5,75000
Bayleef,48.5,153,grass,none,61.2,81.9,81,405755,13,499,Magical Leaf,Ancient Power,Energy Ball,5,5,3,10000
Kilowattrel,48.5,941,electric,flying,84.1,52.9,67,298147,7.5,500,Air Slash,Acrobatics,Aerial Ace,7,5,1,10000
Ambipom (Shadow),48.4,424,normal,none,78.4,55.5,73,317935,8,499,Astonish,Aerial Ace,Frustration<sup>†</sup>,5,7,3,50000
Appletun,48.4,842,grass,dragon,68.1,58,93,367515,7.5,500,Astonish,Dragon Pulse,Energy Ball,6,5,5,75000
Kabutops,48.4,141,rock,water,78.2,69.1,59,319114,7,499,Fury Cutter*,Ancient Power,Aqua Jet,12,10,5,75000
Noctowl (Shadow),48.4,164,normal,flying,61.3,68.7,97,408100,9.5,500,Extrasensory,Frustration<sup>†</sup>,Night Shade,7,5,1,10000
Bayleef (Shadow),48.2,153,grass,none,61.2,81.9,81,405755,13,499,Magical Leaf,Ancient Power,Energy Ball,5,5,3,10000
Fraxure,48.2,611,dragon,none,83.7,53.1,67,297851,8.5,499,Dragon Tail,Aqua Tail,Dragon Claw,3,5,5,75000
Mr. Rime,48.2,866,ice,psychic,75.4,64.6,68,331371,7,500,Confusion,Ice Punch,Icy Wind,3,4,5,75000
Piloswine,48.2,221,ice,ground,69.8,57,90,358267,8,500,Ice Shard,Avalanche,Bulldoze,5,5,3,50000
Raichu,48.2,26,electric,none,77.1,64.3,65,322571,8.5,499,Charm,Brick Break,Skull Bash,5,10,1,10000
Sandslash (Alolan) (Shadow),48.2,28,ice,steel,67.9,77.3,70,367495,8,500,Metal Claw,Aerial Ace,Blizzard,7,11,3,50000
Swellow (Shadow),48.2,277,normal,flying,79.4,57.2,69,312978,9.5,498,Steel Wing,Aerial Ace,Brave Bird,9,11,1,10000
Froslass (Shadow),47.9,478,ice,ghost,72,65.4,74,348144,9.5,500,Hex,Avalanche,Crunch,4,4,3,50000
Tornadus (Incarnate),47.9,641,flying,none,86.7,53.9,61,285266,6,499,Air Slash,Dark Pulse,Grass Knot,6,6,20,100000
Vanillite,47.9,582,ice,none,71,69.9,71,352421,19,500,Astonish,Ice Beam,Icy Wind,6,5,3,50000
Lycanroc (Dusk),47.8,745,rock,none,83.1,53.1,68,299992,7,499,Counter,Crunch,Iron Head,8,9,5,50000
Meganium (Shadow),47.8,154,grass,none,64.5,79.9,75,386881,8,499,Magical Leaf,Earthquake,Frenzy Plant*,7,5,3,10000
Nuzleaf (Shadow),47.8,274,grass,dark,72.6,48.4,98,344167,15.5,500,Feint Attack,Foul Play,Frustration<sup>†</sup>,7,12,3,50000
Cutiefly,47.6,742,bug,fairy,71.4,58.9,83,349177,22,500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,7,1,10000
Mothim,47.6,414,bug,flying,81.8,46.8,80,306058,10.5,500,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Piloswine (Shadow),47.6,221,ice,ground,69.8,57,90,358267,8,500,Ice Shard,Avalanche,Bulldoze,5,5,3,50000
Rotom (Heat),47.6,479,electric,fire,75.4,84.5,52,331083,7.5,500,Astonish,Overheat,Thunder,6,6,5,75000
Scyther,47.6,123,bug,flying,77.5,64.6,64,320542,7,500,Air Slash,Aerial Ace,Bug Buzz*,5,7,5,75000
Mareep,47.5,179,electric,none,69.6,55.4,93,358948,19.5,500,Tackle,Body Slam,Discharge,12,14,5,75000
Murkrow (Shadow),47.5,198,dark,flying,82.8,47.2,77,301112,12,500,Feint Attack,Dark Pulse,Drill Peck,9,7,3,50000
Spiritomb,47.5,442,ghost,dark,69.9,84.7,60,355390,9,499,Feint Attack,Ominous Wind,Rock Tomb,8,9,5,75000
Castform,47.3,351,normal,none,65.7,68.9,84,380016,11.5,500,Hex,Energy Ball,Hurricane,4,5,5,75000
Chingling,47.3,433,psychic,none,69.3,63.5,82,360620,19,500,Astonish,Psyshock,Shadow Ball,4,5,5,10000
Delphox,47.3,655,fire,psychic,78.3,65.5,62,318170,6,500,Fire Spin,Blast Burn*,Fire Blast,5,8,3,10000
Electrike,47.3,309,electric,none,74.7,55.6,80,331905,20,498,Quick Attack,Discharge,Swift,5,5,3,50000
Combusken,47.2,256,fire,fighting,75.7,56.6,77,329935,11.5,499,Ember,Flamethrower,Flame Charge,7,6,3,10000
Kricketune,47.2,402,bug,none,74.3,50.7,89,335555,11.5,500,Fury Cutter,Aerial Ace,Bug Buzz,12,15,1,10000
Pangoro,47.2,675,fighting,dark,77.8,53.7,77,321619,6.5,500,Bullet Punch,Close Combat,Iron Head,7,8,3,50000
Stantler,47.2,234,normal,none,77.1,56.6,74,322989,8.5,499,Tackle,Megahorn,Stomp,19,14,3,50000
Nuzleaf,47,274,grass,dark,72.6,48.4,98,344167,15.5,500,Feint Attack,Foul Play,Grass Knot,7,9,3,50000
Rattata (Alolan),47,19,dark,normal,74.3,59,77,337437,27,500,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Dusclops (Shadow),46.9,356,ghost,none,59.2,114.8,62,421538,12,499,Feint Attack,Fire Punch,Frustration<sup>†</sup>,7,12,3,50000
Meganium,46.9,154,grass,none,64.5,79.9,75,386881,8,499,Magical Leaf,Earthquake,Frenzy Plant*,7,5,3,10000
Dolliv,46.7,929,grass,normal,69.2,70.7,74,362011,13.5,500,Magical Leaf,Earth Power,Energy Ball,5,5,3,50000
Heliolisk,46.7,695,electric,normal,80.8,63.8,60,309374,7.5,500,Mud Slap,Breaking Swipe,Bulldoze,5,5,3,50000
Mr. Mime (Galarian),46.6,122,ice,psychic,74.7,73.5,60,329603,9,499,Confusion,Ice Punch,Psybeam,3,5,5,75000
Tauros (Combat),46.6,128,fighting,none,74.1,69.8,65,336211,6.5,499,Double Kick,Close Combat,Earthquake,4,6,3,50000
Meltan,46.4,808,steel,none,69.1,63.5,82,359900,18,499,Thunder Shock,Flash Cannon,Thunderbolt,8,7,20,100000
Pikachu (Horizons),46.4,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Thunderbolt,5,7,1,10000
Pikachu (Kariyushi),46.4,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Thunderbolt,5,7,1,10000
Poochyena,46.4,261,dark,none,71.9,54.7,88,346127,29,500,Snarl,Crunch,Dig,4,4,1,10000
Sandshrew (Alolan),46.4,27,ice,steel,66.7,73,77,374923,15,500,Metal Claw,Blizzard,Gyro Ball,11,8,3,50000
Tyrantrum,46.4,697,rock,dragon,75.5,66.1,66,329402,6,499,Charm,Crunch,Earthquake,6,9,5,75000
Persian (Alolan),46.3,53,dark,none,70.1,65.4,77,353029,10.5,497,Feint Attack,Dark Pulse,Foul Play,9,7,3,50000
Rapidash (Galarian),46.3,78,psychic,fairy,78.3,63.8,64,319640,7.5,500,Fairy Wind,Body Slam,High Horsepower,4,7,3,50000
Tyrunt,46.3,696,rock,dragon,73.4,61.6,75,339177,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,4,5,5,75000
Voltorb (Shadow),46.3,100,electric,none,65.8,73.4,78,376535,19,499,Spark,Discharge,Frustration<sup>†</sup>,6,10,3,50000
Garbodor,46.1,569,poison,none,69.8,67.2,76,356277,8,499,Infestation,Acid Spray,Body Slam,4,3,3,50000
Prinplup,46.1,394,water,none,68.7,67.8,78,363192,11,500,Bubble,Bubble Beam,Hydro Pump,4,7,3,10000
Rayquaza,46.1,384,dragon,flying,83.9,53.7,65,292770,5,497,Air Slash,Aerial Ace,Ancient Power,5,5,20,100000
Ambipom,46,424,normal,none,78.4,55.5,73,317935,8,499,Astonish,Aerial Ace,Hyper Beam,5,8,3,50000
Helioptile,46,694,electric,normal,72,56.2,85,344117,20.5,498,Quick Attack,Bulldoze,Parabolic Charge,6,7,3,50000
Kingambit,46,983,dark,steel,74.1,65.2,70,337986,5.5,500,Metal Claw,Dark Pulse,Focus Blast,8,11,5,75000
Gorebyss,45.8,368,water,none,78.3,70,58,317654,7.5,500,Confusion,Draining Kiss,Psychic,4,4,3,50000
Tyrunt (Shadow),45.8,696,rock,dragon,73.4,61.6,75,339177,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,4,5,5,75000
Rattata (Alolan) (Shadow),45.7,19,dark,normal,74.3,59,77,337437,27,500,Quick Attack,Crunch,Frustration<sup>†</sup>,6,9,1,10000
Cubchoo,45.5,613,ice,none,74.8,50.4,88,332075,18,499,Charm,Ice Punch,Icy Wind,5,6,3,50000
Ferrothorn (Shadow),45.5,598,grass,steel,62.3,89.3,72,400521,8,499,Bullet Seed,Acid Spray,Flash Cannon,4,5,3,75000
Floragato,45.5,907,grass,none,72.2,63.4,75,343244,11,500,Charm,Energy Ball,Grass Knot,6,7,3,10000
Haxorus,45.5,612,dragon,none,88.1,55.4,58,283208,5.5,500,Counter,Breaking Swipe*,Dragon Claw,9,9,5,75000
Rotom (Wash),45.5,479,electric,water,75.4,84.5,52,331083,7.5,500,Astonish,Hydro Pump,Thunder,8,6,5,75000
Chimecho,45.3,358,psychic,none,69.4,70.9,73,359234,8.5,500,Astonish,Energy Ball,Psyshock,5,4,5,75000
Grapploct,45.3,853,fighting,none,75.1,61.8,71,329496,7,499,Rock Smash,Brick Break,Ice Punch,6,6,3,50000
Oricorio (Pa'u),45.3,741,psychic,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Klang,45.2,600,steel,none,66.7,77.1,73,375052,10.5,500,Charge Beam,Thunderbolt,Vise Grip,5,4,5,75000
Mareep (Shadow),45.2,179,electric,none,69.6,55.4,93,358948,19.5,500,Tackle,Body Slam,Discharge,12,14,5,75000
Rayquaza (Mega),45.2,384,dragon,flying,90.1,53,57,272256,3.5,496,Air Slash,Aerial Ace,Ancient Power,5,5,20,100000
Zoroark (Hisuian),45.2,571,normal,ghost,94.6,49.6,56,262800,7,499,Shadow Claw,Flamethrower,Foul Play,7,5,5,75000
Espeon,45,196,psychic,none,85.4,60,57,292311,6,500,Confusion,Future Sight,Last Resort*,5,4,5,75000
Gothitelle (Shadow),45,576,psychic,none,67.5,81.8,67,370179,8,500,Charm,Frustration<sup>†</sup>,Future Sight,9,9,3,50000
Shiftry,45,275,grass,dark,77.3,51,82,323466,8,500,Bullet Seed*,Foul Play,Hurricane,4,5,3,50000
Latios,44.9,381,dragon,psychic,80.1,65,59,307293,5,498,Dragon Breath,Aura Sphere,Dragon Claw,10,13,20,100000
Ekans (Shadow),44.6,23,poison,none,69.6,67.7,76,358086,20.5,499,Acid,Frustration<sup>†</sup>,Gunk Shot*,9,10,3,50000
Ninjask,44.6,291,bug,flying,83.5,51.8,69,298406,9.5,499,Fury Cutter,Aerial Ace,Bug Buzz,12,15,5,75000
Palpitoad,44.6,536,water,ground,65.8,60.9,95,380328,13.5,500,Bubble,Earth Power,Sludge Wave,5,6,3,50000
Abomasnow,44.4,460,grass,ice,68.3,64.2,83,363709,8,499,Leafage,Blizzard,Energy Ball,10,6,3,50000
Excadrill,44.4,530,ground,steel,83.2,44,82,299972,6,500,Metal Claw,Drill Run,Earthquake,6,10,3,50000
Murkrow,44.4,198,dark,flying,82.8,47.2,77,301112,12,500,Feint Attack,Dark Pulse,Drill Peck,9,7,3,50000
Sigilyph,44.3,561,psychic,flying,75.4,64.5,68,330755,7.5,499,Air Slash,Air Cutter,Ancient Power,4,5,5,75000
Swellow,44.3,277,normal,flying,79.4,57.2,69,312978,9.5,498,Steel Wing,Aerial Ace,Brave Bird,9,11,1,10000
Vanillish,44.3,583,ice,none,71.7,69,70,346258,12,499,Astonish,Ice Beam,Icy Wind,6,5,3,50000
Gourgeist (Large),44.1,711,ghost,grass,66.7,79.4,71,375868,7.5,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Lugia,44.1,249,psychic,flying,59.8,93.8,72,403596,5,492,Dragon Tail,Aeroblast*,Fly,7,4,20,100000
Jynx,44,124,ice,psychic,82.3,57.6,64,303471,7.5,500,Confusion,Avalanche,Draining Kiss,4,4,5,75000
Magmar (Shadow),44,126,fire,none,79.2,63.4,63,316314,8,500,Ember,Fire Blast,Fire Punch,9,5,5,75000
Garbodor (Shadow),43.8,569,poison,none,69.8,67.2,76,356277,8,499,Infestation,Acid Spray,Body Slam,4,3,3,50000
Alakazam,43.7,65,psychic,none,91.8,58.1,51,272184,6,500,Confusion,Dazzling Gleam*,Fire Punch,4,3,3,50000
Azelf,43.7,482,psychic,none,88,51.4,62,280227,6,500,Confusion,Fire Blast,Future Sight,6,5,20,100000
Fraxure (Shadow),43.7,611,dragon,none,83.7,53.1,67,297851,8.5,499,Dragon Tail,Aqua Tail,Dragon Claw,3,5,5,75000
Garchomp,43.7,445,dragon,ground,76.9,58.6,72,324694,5,500,Dragon Tail,Breaking Swipe,Earthquake,5,6,5,75000
Linoone,43.5,264,normal,none,66.1,63.4,90,377602,11.5,500,Sand Attack,Dig,Grass Knot,13,13,1,10000
Omanyte,43.5,138,rock,water,74,77.8,58,333919,12,498,Mud Shot,Rock Tomb*,Rock Blast,6,5,5,75000
Raichu (Mega X),43.5,26,electric,none,86,64.9,52,290169,5.5,499,Charm,Brick Break,Skull Bash,5,10,1,10000
Combusken (Shadow),43.4,256,fire,fighting,75.7,56.6,77,329935,11.5,499,Ember,Flamethrower,Flame Charge,7,6,3,10000
Gourgeist (Super),43.4,711,ghost,grass,67.4,75.4,73,371034,7.5,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Smoochum,43.4,238,ice,psychic,79.9,53.9,72,310073,14.5,498,Frost Breath*,Ice Beam,Ice Punch,11,8,5,10000
Sneasel (Shadow),43.4,215,dark,ice,77.9,63.9,64,318797,9,499,Feint Attack,Avalanche,Foul Play,8,7,3,50000
Hatenna,43.2,856,psychic,none,65.3,67.3,87,382432,23,500,Charm,Dazzling Gleam,Psychic,7,7,5,50000
Pignite (Shadow),43.1,499,fire,fighting,74.8,49.8,90,335113,9.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Teddiursa (Shadow),43.1,216,normal,none,74,54,84,335474,14,499,Lick,Cross Chop,Crunch,12,15,3,50000
Tsareena,43.1,763,grass,none,75.8,69.1,63,330034,6.5,500,Charm,Draining Kiss,Energy Ball,7,6,3,10000
Eldegoss,42.9,830,grass,none,62.5,92.5,69,398995,9.5,499,Bullet Seed,Energy Ball,Grass Knot,4,4,3,50000
Electrode,42.9,101,electric,none,70.7,74.3,67,352161,9,499,Spark,Discharge,Foul Play,6,6,3,50000
Skitty,42.9,300,normal,none,61.2,64.6,103,407506,26.5,499,Feint Attack,Dig,Disarming Voice,9,8,3,50000
Victreebel (Shadow),42.9,71,grass,poison,79.2,53.3,75,316403,8,500,Acid,Acid Spray,Frustration<sup>†</sup>,6,9,3,50000
Xatu (Shadow),42.9,178,psychic,flying,76.4,62.4,68,324005,8.5,499,Air Slash,Aerial Ace,Frustration<sup>†</sup>,5,8,3,50000
Abomasnow (Shadow),42.8,460,grass,ice,68.3,64.2,83,363709,8,499,Leafage,Blizzard,Energy Ball,10,6,3,50000
Arboliva,42.8,930,grass,normal,74.8,67.8,66,334536,6.5,500,Magical Leaf,Earth Power,Energy Ball,5,5,3,50000
Beartic,42.8,614,ice,none,79.6,53.3,74,314079,6,500,Charm,Ice Punch,Liquidation,5,6,3,50000
Politoed (Shadow),42.8,186,water,none,66.8,70.9,79,374211,8,500,Bubble,Blizzard,Earthquake*,7,6,3,50000
Sandshrew (Alolan) (Shadow),42.6,27,ice,steel,66.7,73,77,374923,15,500,Metal Claw,Blizzard,Frustration<sup>†</sup>,11,10,3,50000
Kadabra (Shadow),42.5,64,psychic,none,94.7,52.3,53,262709,9,499,Confusion,Dazzling Gleam,Frustration<sup>†</sup>,4,5,3,50000
Lilligant,42.5,549,grass,none,79,61.6,65,316471,7.5,500,Charm,Hyper Beam,Petal Blizzard,10,9,1,10000
Ceruledge,42.3,937,fire,ghost,78,65.5,62,316866,6,500,Ember,Flamethrower,Flame Charge,7,6,5,50000
Braviary (Hisuian),42.2,628,psychic,flying,75.8,49.6,88,330682,7,500,Air Slash,Brave Bird,Dazzling Gleam,7,7,5,75000
Gourgeist (Average),42.2,711,ghost,grass,67.2,85.2,65,371878,8,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Crawdaunt,42,342,water,dark,83.4,56.9,63,298870,7.5,499,Snarl,Bubble Beam,Crabhammer,4,4,3,50000
Flygon,42,330,ground,dragon,74,63.9,71,335912,7,499,Dragon Tail,Boomburst,Dragon Claw,6,5,5,75000
Gallade,42,475,psychic,fighting,79,67.4,59,314234,6,498,Charm,Close Combat,Leaf Blade,6,5,5,75000
Kabuto (Shadow),42,140,rock,water,76,77,56,327526,14,500,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Swoobat,42,528,psychic,flying,73.1,58.9,79,340393,11,499,Air Slash,Aerial Ace,Fly,5,5,1,10000
Crabrawler,41.9,739,fighting,none,77,57.5,73,323025,14,500,Bubble,Brick Break,Crabhammer,4,5,3,50000
Emboar,41.9,500,fire,fighting,80.2,46.3,84,311745,6.5,500,Ember,Blast Burn*,Flame Charge,6,6,3,10000
Kecleon,41.9,352,normal,none,67.5,81.5,67,368784,9,499,Lick,Aerial Ace,Dynamic Punch,15,15,5,75000
Maushold,41.9,925,normal,none,67.4,69.5,79,370212,9.5,500,Bullet Seed,Crunch,Play Rough,4,5,1,10000
Teddiursa,41.9,216,normal,none,74,54,84,335474,14,499,Lick,Cross Chop,Crunch,12,15,3,50000
Toucannon,41.9,733,normal,flying,78.9,56.2,71,315045,7,499,Bullet Seed,Beak Blast*,Drill Peck,5,4,1,10000
Electrode (Shadow),41.7,101,electric,none,70.7,74.3,67,352161,9,499,Spark,Discharge,Foul Play,6,6,3,50000
Zeraora,41.7,807,electric,none,80.8,57.5,66,306840,5.5,498,Spark,Discharge,Plasma Fists,6,5,20,100000
Wugtrio,41.6,961,water,none,88.3,60.4,53,282756,10,500,Mud Slap,Dig,Liquidation,5,5,3,50000
Fennekin (Shadow),41.4,653,fire,none,69.9,66.4,77,357140,19,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Jolteon,41.4,135,electric,none,79.8,66.1,59,311270,6.5,500,Thunder Shock,Discharge,Last Resort*,5,7,5,75000
Rotom (Mow),41.3,479,electric,grass,75.4,84.5,52,331083,7.5,500,Astonish,Leaf Storm,Ominous Wind,6,5,5,75000
Dwebble (Shadow),41.1,557,bug,rock,65.2,72.7,81,383745,16,500,Cut,Frustration<sup>†</sup>,Rock Blast,35,20,1,10000
Glameow,41,431,normal,none,68.3,58.7,90,360870,20.5,498,Quick Attack,Aerial Ace,Play Rough,6,8,3,50000
Kadabra,41,64,psychic,none,94.7,52.3,53,262709,9,499,Confusion,Dazzling Gleam,Psybeam,4,5,3,50000
Togepi,41,175,fairy,none,52.8,97.4,92,473388,32,500,Hidden Power (Bug),Ancient Power,Dazzling Gleam,6,7,3,10000
Zorua,41,570,dark,none,83.9,49.7,71,296005,16,500,Feint Attack,Aerial Ace,Dark Pulse,8,9,5,75000
Castform (Rainy),40.8,351,water,none,65.7,68.9,84,380016,11.5,500,Tackle,Hydro Pump,Thunder,25,20,5,75000
Crabominable,40.8,740,fighting,ice,78.8,51.3,78,315571,6.5,499,Bubble,Brick Break,Crabhammer,4,5,3,50000
Rotom (Frost),40.8,479,electric,ice,75.4,84.5,52,331083,7.5,500,Astonish,Blizzard,Thunder,8,6,5,75000
Gourgeist (Small),40.7,711,ghost,grass,67.8,87.6,62,368374,8.5,499,Hex,Fire Blast,Foul Play,7,4,5,75000
Bisharp,40.5,625,dark,steel,81.2,64.1,59,306862,6.5,499,Metal Claw,Dark Pulse,Focus Blast,8,11,5,75000
Roselia,40.5,315,grass,poison,80.7,60,64,309853,10,500,Magical Leaf,Dazzling Gleam,Petal Blizzard,6,7,3,50000
